Title,Authors,Year,Citations,Journal,Link,Topic
Nutrition: Antioxidant activity of fresh apples,"['MV Eberhardt', 'CY Lee', 'RH Liu']",2000,1113,Nature,https://www.nature.com/nature/journal/v405/n6789/abs/405903b0.html,APPLES
Bad apples in bad barrels: A causal analysis of ethical decision-making behavior,"['LK Trevino', 'SA Youngblood']",1990,1148,Journal of Applied psychology,http://psycnet.apa.org/journals/apl/75/4/378/,APPLES
"Bad apples, bad cases, and bad barrels: meta-analytic evidence about sources of unethical decisions at work","['JJ Kish-Gephart', 'DA Harrison', 'LK Trevio']",2010,836,,http://psycnet.apa.org/journals/apl/95/1/1/,APPLES
Rotten apples: An investigation of the prevalence and predictors of teacher cheating,"['BA Jacob', 'SD Levitt']",2003,923,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-abstract/118/3/843/1943009,APPLES
Comparing apples to oranges: productivity convergence and measurement across industries and countries,"['AB Bernard', 'CI Jones']",1996,858,The American Economic Review,http://www.jstor.org/stable/2118287,APPLES
Negative selection--clearing out the bad apples from the T-cell repertoire,['E Palmer'],2003,494,Nature reviews. Immunology,https://www.researchgate.net/profile/Ed_Palmer/publication/10743003_Negative_selection_-_Clearing_out_the_bad_apples_from_the_T-cell_repertoire/links/02faf4f452014c472d000000.pdf,APPLES
Comparing apples and oranges,['EH Blackstone'],2002,521,The Journal of Thoracic and Cardiovascular Surgery,http://www.sciencedirect.com/science/article/pii/S0022522302164543,APPLES
Shipping the good apples out? An empirical confirmation of the Alchian-Allen conjecture,"['D Hummels', 'A Skiba']",2004,601,Journal of political Economy,http://www.journals.uchicago.edu/doi/abs/10.1086/422562,APPLES
Adaptive computing on the grid using AppLeS,"['F Berman', 'R Wolski', 'H Casanova']",2003,590,IEEE transactions on,http://ieeexplore.ieee.org/abstract/document/1195409/,APPLES
A summary of CA requirements and recommendations for fruits other than apples and pears,['AA Kader'],2001,268,VIII International Controlled Atmosphere Research,http://www.actahort.org/books/600/600_112.htm,APPLES
Phenolic compounds and their changes in apples during maturation and cold storage,"['S Burda', 'W Oleszek', 'CY Lee']",1990,322,Journal of Agricultural and Food,http://pubs.acs.org/doi/pdf/10.1021/jf00094a006,APPLES
Ontology of folksonomy: A mash-up of apples and oranges,['T Gruber'],2007,542,International Journal on Semantic Web and Information,http://www.igi-global.com/article/ontology-folksonomy-mash-apples-oranges/2828,APPLES
